Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\cpc-unifei\Project Outputs for CPC-UNIFEI\Pick Place for PCB(Variant of CPC-UNIFEI).csv

========================================================================================================================
File Design Information:

Date:       27/06/24
Time:       19:13
Revision:   d23476da068a97b48219a3030284adac1614783b
Variant:    Variant of CPC-UNIFEI
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R168","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","3876.772","1614.173","180","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R167","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","3561.811","1614.173","180","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R166","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","3711.417","1614.173","0","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R165","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","2921.260","1877.953","0","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R164","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","3235.039","1877.953","0","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R163","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3043.307","1724.409","270","RES 1kO 1.00% 0.1W 0603"
"R162","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3357.086","1724.409","270","RES 1kO 1.00% 0.1W 0603"
"R161","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","3082.677","1614.173","0","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R160","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","2933.071","1614.173","180","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R159","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","3246.850","1614.173","180","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R158","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","3396.457","1614.173","0","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R157","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","3196.850","4129.921","180",""
"R156","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3195.146","4204.724","0","RES 1kO 1.00% 0.1W 0603"
"R155","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","3016.929","4129.921","180",""
"R154","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3021.001","4204.724","0","RES 1kO 1.00% 0.1W 0603"
"R153","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","3589.499","4129.921","180",""
"R152","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3587.795","4204.725","0","RES 1kO 1.00% 0.1W 0603"
"R151","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","3409.578","4129.921","180",""
"R150","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3413.650","4204.725","0","RES 1kO 1.00% 0.1W 0603"
"R149","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","4028.408","4122.047","180",""
"R148","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","4026.704","4196.850","0","RES 1kO 1.00% 0.1W 0603"
"R147","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","3848.487","4122.047","180",""
"R146","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","3852.559","4196.850","0","RES 1kO 1.00% 0.1W 0603"
"R145","RC0603FR-07562RL","TopLayer","RESC1608X55X25ML10T15","4421.131","4125.984","180",""
"R144","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","4425.203","4200.787","0","RES 1kO 1.00% 0.1W 0603"
"R142","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","4241.080","4200.787","0","RES 1kO 1.00% 0.1W 0603"
"R141","CRCW0603150RFKEA","TopLayer","FP-CRCW0603-e3-IPC_B","6255.905","4224.409","180","RES Thick Film, 150O, 1%, 0.1W, 100ppm/°C, 0603"
"R140","AC0603FR-072K2L","TopLayer","FP-AC0603-IPC_B","5800.154","4185.040","90","RES 2.2KO 1.00% 0.1W 0603"
"R139","CRCW0603150RFKEA","TopLayer","FP-CRCW0603-e3-IPC_B","6255.905","4370.079","180","RES Thick Film, 150O, 1%, 0.1W, 100ppm/°C, 0603"
"R138","AC0603FR-072K2L","TopLayer","FP-AC0603-IPC_B","5658.422","4185.040","90","RES 2.2KO 1.00% 0.1W 0603"
"R137","CRCW0603150RFKEA","TopLayer","FP-CRCW0603-e3-IPC_B","6255.299","4299.213","180","RES Thick Film, 150O, 1%, 0.1W, 100ppm/°C, 0603"
"R136","AC0603FR-072K2L","TopLayer","FP-AC0603-IPC_B","5729.288","4185.040","90","RES 2.2KO 1.00% 0.1W 0603"
"R135","AC0603FR-072K2L","TopLayer","FP-AC0603-IPC_B","5603.304","3359.185","270","RES 2.2KO 1.00% 0.1W 0603"
"R134","AC0603FR-072K2L","TopLayer","FP-AC0603-IPC_B","5272.595","3779.528","180","RES 2.2KO 1.00% 0.1W 0603"
"R133","AC0603FR-072K2L","TopLayer","FP-AC0603-IPC_B","5965.509","3885.827","0","RES 2.2KO 1.00% 0.1W 0603"
"R132","CRCW06034K87FKEA","TopLayer","FP-CRCW0603-e3-IPC_B","5965.509","3814.961","0","RES Thick Film, 4.87kO, 1%, 0.1W, 100ppm/°C, 0603"
"R127","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","5587.556","4185.040","90","RES 10K OHM 1% 1/10W 0603"
"R125","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","6771.653","1547.244","0","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R124","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","6326.772","2374.016","180","RES 10K OHM 1% 1/10W 0603"
"R123","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","6933.071","1818.898","180","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R121","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","6933.988","1744.094","180","RES 1kO 1.00% 0.1W 0603"
"R120","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","6901.575","2110.236","0","RES 10K OHM 1% 1/10W 0603"
"R119","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","5545.191","2343.437","270","RES 1kO 1.00% 0.1W 0603"
"R118","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","5858.268","2330.709","90","RES 10K OHM 1% 1/10W 0603"
"R117","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","5858.268","2196.850","270","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R114","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","5545.191","2595.405","270","RES 1kO 1.00% 0.1W 0603"
"R112","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","6771.654","1378.740","0","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R111","ERJ-3EKF1372V","TopLayer","FP-ERJ3EK-IPC_B","5444.882","1541.372","90",""
"R107","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","5519.685","1539.976","90","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R26","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","5614.173","3169.291","90","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R25","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","5614.173","2779.528","90","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R24","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","5614.173","2972.441","90","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R23","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","5543.307","3169.291","90","RES 1kO 1.00% 0.1W 0603"
"R22","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","5543.307","2779.528","90","RES 1kO 1.00% 0.1W 0603"
"R21","AC0603FR-071KL","TopLayer","FP-AC0603-IPC_B","5543.307","2972.441","90","RES 1kO 1.00% 0.1W 0603"
"R15","CRCW0603150RFKEA","TopLayer","FP-CRCW0603-e3-IPC_B","5913.386","3204.724","180","RES Thick Film, 150O, 1%, 0.1W, 100ppm/°C, 0603"
"R14","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","4263.779","2255.905","0","RES 10K OHM 1% 1/10W 0603"
"R13","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","4070.866","2129.921","270","RES 10K OHM 1% 1/10W 0603"
"R12","CRCW0603150RFKEA","TopLayer","FP-CRCW0603-e3-IPC_B","5913.386","2814.961","180","RES Thick Film, 150O, 1%, 0.1W, 100ppm/°C, 0603"
"R11","CRCW0603150RFKEA","TopLayer","FP-CRCW0603-e3-IPC_B","5913.386","3007.874","180","RES Thick Film, 150O, 1%, 0.1W, 100ppm/°C, 0603"
"R10","CRCW0603100KFKEC","TopLayer","FP-CRCW0603-e3-IPC_B","5413.386","2822.835","0","RES Thick Film, 100kO, 1%, 0.1W, 100ppm/°C, 0603"
"R9","CRCW0603330RFKEA","TopLayer","FP-CRCW0603-e3-MFG","5409.449","2893.701","0","RES Thick Film, 330O, 1%, 0.1W, 100ppm/°C, 0603"
"R7","RC0603FR-1347KL","TopLayer","RESC1608X55X25ML10T15","4900.787","2033.465","270",""
"R6","RC0603FR-1347KL","TopLayer","RESC1608X55X25ML10T15","4800.787","2033.465","270",""
"R5","RC0603FR-1347KL","TopLayer","RESC1608X55X25ML10T15","4700.787","2033.465","270",""
"R4","RC0603FR-1347KL","TopLayer","RESC1608X55X25ML10T15","4600.787","2033.465","270",""
"R3","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","3208.661","2657.480","0","RES 10K OHM 1% 1/10W 0603"
"R1","RC0603FR-0710KL","TopLayer","FP-RC0603-0_55-IPC_B","4807.087","3515.748","0","RES 10K OHM 1% 1/10W 0603"
"Q13","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","4809.842","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q12","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","5124.803","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q11","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","4179.921","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q10","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","4494.882","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q9","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","3550.000","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q8","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","3864.961","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q7","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","3235.039","1748.031","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q6","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","2921.260","1748.032","270","MOSFET N-CH 60V 115MA SOT23-3"
"Q5","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","6933.071","1969.421","90","MOSFET N-CH 60V 115MA SOT23-3"
"Q3","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","5751.052","3169.882","0","MOSFET N-CH 60V 115MA SOT23-3"
"Q2","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","5751.052","2782.874","0","MOSFET N-CH 60V 115MA SOT23-3"
"Q1","2N7002-7-F","TopLayer","FP-SOT23-IPC_A","5751.969","2976.378","0","MOSFET N-CH 60V 115MA SOT23-3"
"L1","SRR1280-330M","TopLayer","FP-SRR1280-MFG","5864.173","1846.457","0","FIXED IND 33UH 3.5A 57 MOHM SMD"
"K8","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","5157.480","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K7","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","4842.520","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K6","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","4527.559","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K5","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","4212.598","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K4","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","3897.638","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K3","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","3582.677","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K1","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","2953.937","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"K2","G3VM-61VY2(TR05)","TopLayer","FP-G3VM-61VY2_TR05-MFG","3267.716","1417.323","270","SSR RELAY SPST-NO 500MA 0-60V"
"J21","TSW-108-07-G-D","TopLayer","HDRV16W64P254_2X8_2032X508X838P","4850.000","2250.000","0","Connector"
"J15","MEM2061-01-188-00-A","TopLayer","MEM20610118800A","6727.362","3093.898","90","Connector"
"J10","J0011D01BNL","TopLayer","J0011D01BNL","6736.417","3984.843","270","CONN MAGJACK 1PORT 100 BASE-TX"
"J9","105017-0001","TopLayer","USB-MICRO-B_V","6976.378","2389.764","90","Micro-USB B Receptacle, Right Angle, Bottom Mount, Surface Mount, with Solder Tabs, -30 to 85 degC, 5-Pin USB, RoHS, Tape and Reel"
"J3","TSW-104-23-T-S","TopLayer","FP-TSW-104-23-T-S-MFG","3250.000","2200.000","180","CONN HEADER VERT 4POS 2.54MM"
"J2","FTSH-105-01-L-DV-K-P-TR","TopLayer","FP-FTSH-105-01-L-DV-K-P-T-MFG","3719.095","2127.559","90","CONN HEADER SMD 10POS 1.27MM"
"D21","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","5317.716","1720.472","90",""
"D20","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","5002.756","1720.472","90",""
"D19","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","4687.795","1720.472","90",""
"D18","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","4372.834","1720.472","90",""
"D17","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","4057.874","1720.472","90",""
"D16","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","3742.913","1720.472","90",""
"D15","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","3114.173","1720.473","90",""
"D14","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","3427.953","1720.472","90",""
"D13","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","6468.504","4389.764","0",""
"D11","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","6775.591","1613.386","180",""
"D5","150060YS75000","TopLayer","WL-SMCW_0603_150060xx75000","5909.449","3122.047","180",""
"D4","150060RS75000","TopLayer","WL-SMCW_0603_150060xx75000","5913.386","2732.283","180",""
"D3","150060VS75000","TopLayer","WL-SMCW_0603_150060xx75000","5913.386","2925.197","180",""
"C177","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","2826.772","2645.669","0","CAP CER 10UF 25V X5R 0603"
"C175","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","2825.787","2842.520","0","CAP CER 10UF 25V X5R 0603"
"C174","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","2397.638","2259.843","270","CAP CER 10UF 25V X5R 0603"
"C171","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","2437.008","3209.646","90","CAP CER 10UF 25V X5R 0603"
"C169","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","2275.591","2263.780","270","CAP CER 10UF 25V X5R 0603"
"C167","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","2342.520","3287.402","0","CAP CER 10UF 25V X5R 0603"
"C165","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","1815.945","2559.055","180","CAP CER 10UF 25V X5R 0603"
"C163","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","1819.882","2929.134","180","CAP CER 10UF 25V X5R 0603"
"C161","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","2334.646","3429.134","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C137","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","5106.299","2811.811","180","CAP CER 10UF 25V X5R 0603"
"C136","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","5106.299","2737.008","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C135","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","7019.685","2716.535","0","CAP CER 0.1UF 50V 20% X7R 0603"
"C124","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","3035.596","3637.795","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C121","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","3428.245","3637.796","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C118","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","3867.154","3629.921","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C115","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","4258.954","3629.921","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C112","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","6255.906","3960.630","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C111","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","6255.906","4031.496","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C110","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","6125.908","3338.583","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C109","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","6122.989","3744.095","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C108","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","5675.295","4031.496","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C107","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","5566.929","4027.559","90","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C106","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","5314.778","3606.300","180","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C105","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","5299.213","3531.496","180","CAP CER 10UF 25V X5R 0603"
"C104","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","5977.320","3720.473","270","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C102","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","6122.989","3814.961","180","CAP CER 10UF 25V X5R 0603"
"C101","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","6110.236","3964.567","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C99","C1608X5R1C475K080AC","TopLayer","FP-C1608-080-0_1-IPC_B","6901.575","2177.165","180","Multilayer Ceramic Capacitors 4.7µF ±10% 16V X5R SMD 0603"
"C98","C1608X5R1E106M080AC","TopLayer","FP-C1608-080-IPC_B","6026.694","2200.787","270","CAP CER 10UF 25V X5R 0603"
"C95","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","5474.324","2342.520","90","CAP CER 0.1UF 50V 20% X7R 0603"
"C94","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","5603.228","2212.598","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C93","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","5474.324","2595.506","90","CAP CER 0.1UF 50V 20% X7R 0603"
"C92","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","5599.291","2468.504","180","CAP CER 0.1UF 50V 20% X7R 0603"
"C86","GRM21BR6YA106KE43L","TopLayer","FP-GRM21B-0_2-e0_2_0_7-IPC_B","6027.559","1469.519","270","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 10uF, X5R, 15%, 10%, 35V"
"C85","GRM21BR6YA106KE43L","TopLayer","FP-GRM21B-0_2-e0_2_0_7-IPC_B","5924.409","1469.519","270","Chip Multilayer Ceramic Capacitors for General Purpose, 0805, 10uF, X5R, 15%, 10%, 35V"
"C84","C0603C104M5RACTU","TopLayer","FP-C0603C-CF-IPC_B","5665.354","1354.331","0","CAP CER 0.1UF 50V 20% X7R 0603"
"C27","CL05B103KB5NNNC","TopLayer","FP-CL165-IPC_B","5429.134","4066.929","90","Cap Ceramic 10nF 50V X7R ±10% SMD 0402 +125°C Paper T/R"
"C26","CL05B103KB5NNNC","TopLayer","FP-CL165-IPC_B","4507.874","2889.764","270","Cap Ceramic 10nF 50V X7R ±10% SMD 0402 +125°C Paper T/R"
"C25","04025A150JAT2A","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_B","4708.662","2606.300","90","General Purpose Ceramic Capacitor, 0402, 15pF, 5%, C0G, 30ppm/°C, 50V"
"C24","04025A150JAT2A","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_B","4708.662","2507.874","270","General Purpose Ceramic Capacitor, 0402, 15pF, 5%, C0G, 30ppm/°C, 50V"
"C23","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","5322.835","2870.079","270","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C22","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4401.575","3000.001","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C21","GCM188R71E105KA64D","TopLayer","FP-GCM188-0_1-IPC_B","4488.189","2507.874","270",""
"C20","CL10A225KO8NNNC","TopLayer","FP-CL10-IPC_B","3295.276","2498.938","270","Cap Ceramic 2.2uF 16V X5R ±10% Pad SMD 0603 +85°C T/R"
"C19","CL10A225KO8NNNC","TopLayer","FP-CL10-IPC_B","3479.252","3385.827","180","Cap Ceramic 2.2uF 16V X5R ±10% Pad SMD 0603 +85°C T/R"
"C17","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4402.699","3110.237","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C16","GCM188R71E105KA64D","TopLayer","FP-GCM188-0_1-IPC_B","4417.323","3175.478","0",""
"C15","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3294.151","2755.906","180","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C14","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3736.220","2321.711","270","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C13","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3933.071","2321.711","270","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C12","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3294.151","2972.441","180","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C11","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4390.888","2814.961","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C10","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4248.032","2318.898","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C9","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4149.606","3386.952","90","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C8","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3940.945","3358.268","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C7","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3666.479","3358.268","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C6","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3385.827","3386.952","90","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C5","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4402.699","3055.119","0","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C4","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","3294.151","2405.512","180","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
"C3","C1608X5R1C475K080AC","TopLayer","FP-C1608-080-0_1-IPC_B","4484.252","3074.804","270","Multilayer Ceramic Capacitors 4.7µF ±10% 16V X5R SMD 0603"
"C1","CL05B104KO5VPNC","TopLayer","FP-CL752-IPC_B","4511.811","3230.596","270","Cap Ceramic 100nF 16V X7R ±10% SMD 0402 +125°C Paper T/R"
